user_id,days_since_signup,sessions_last_14d,messages_sent,plan_type,industry,received_onboarding_email,converted_to_paid
138,2.0,4.0,40.0,pro,other,0.0,0.0
139,31.0,3.0,65.0,free,finance,1.0,0.0
140,39.0,13.0,63.0,pro,other,1.0,1.0
141,89.0,16.0,90.0,free,tech,1.0,1.0
142,19.0,21.0,61.0,free,healthcare,0.0,1.0
143,25.0,18.0,45.0,free,finance,1.0,1.0
144,37.0,15.0,47.0,free,tech,0.0,0.0
145,90.0,3.0,34.0,free,finance,1.0,0.0
146,77.0,13.0,24.0,free,other,1.0,0.0
147,3.0,10.0,85.0,pro,tech,0.0,1.0
148,21.0,6.0,34.0,free,finance,1.0,1.0
149,74.0,6.0,95.0,pro,tech,0.0,1.0
150,5.0,8.0,197.0,free,healthcare,0.0,0.0
151,77.0,14.0,116.0,free,tech,0.0,0.0
152,25.0,5.0,48.0,free,finance,0.0,0.0
153,83.0,10.0,64.0,free,tech,0.0,0.0
154,26.0,14.0,122.0,free,tech,1.0,1.0
155,39.0,9.0,30.0,free,finance,0.0,0.0
156,60.0,9.0,100.0,pro,tech,1.0,0.0
157,11.0,9.0,74.0,pro,finance,1.0,0.0
158,50.0,26.0,55.0,free,tech,1.0,1.0
159,45.0,18.0,72.0,pro,other,1.0,1.0
160,71.0,7.0,35.0,free,finance,0.0,0.0
161,90.0,2.0,52.0,free,tech,0.0,0.0
162,60.0,1.0,70.0,pro,tech,0.0,0.0
163,37.0,27.0,88.0,free,other,0.0,1.0
164,36.0,16.0,66.0,free,tech,1.0,1.0
165,38.0,11.0,40.0,free,tech,1.0,0.0
166,74.0,3.0,80.0,free,other,0.0,0.0
167,29.0,8.0,68.0,free,tech,1.0,0.0
168,15.0,22.0,128.0,free,other,1.0,1.0
169,30.0,14.0,62.0,pro,tech,1.0,0.0
170,2.0,10.0,52.0,free,tech,1.0,0.0
171,9.0,6.0,113.0,pro,other,1.0,0.0
172,8.0,7.0,76.0,pro,finance,1.0,1.0
173,70.0,4.0,98.0,free,tech,0.0,0.0
174,65.0,1.0,20.0,free,healthcare,0.0,0.0
175,63.0,9.0,60.0,free,other,1.0,0.0
176,42.0,15.0,132.0,pro,finance,0.0,1.0
177,65.0,9.0,46.0,free,healthcare,1.0,0.0
178,14.0,15.0,26.0,free,tech,1.0,1.0
179,81.0,9.0,78.0,free,tech,1.0,0.0
180,45.0,11.0,74.0,free,tech,0.0,0.0
181,85.0,19.0,129.0,free,other,1.0,1.0
182,13.0,12.0,31.0,free,tech,1.0,1.0
183,45.0,18.0,45.0,free,other,1.0,0.0
184,63.0,12.0,101.0,free,tech,1.0,0.0
185,45.0,0.0,77.0,free,finance,0.0,0.0
186,40.0,8.0,97.0,free,healthcare,1.0,0.0
187,15.0,2.0,46.0,free,tech,0.0,0.0
188,34.0,5.0,51.0,free,tech,0.0,0.0
189,21.0,13.0,60.0,free,tech,0.0,0.0
190,27.0,12.0,39.0,free,finance,1.0,0.0
191,62.0,12.0,42.0,pro,tech,0.0,0.0
192,57.0,6.0,181.0,free,tech,1.0,0.0
193,55.0,3.0,112.0,pro,tech,0.0,0.0
194,32.0,10.0,58.0,pro,other,1.0,0.0
195,87.0,5.0,152.0,pro,finance,1.0,0.0
196,7.0,5.0,34.0,pro,other,1.0,1.0
197,31.0,6.0,199.0,pro,tech,1.0,1.0
198,10.0,6.0,21.0,free,tech,0.0,1.0
199,30.0,1.0,60.0,pro,finance,0.0,0.0
200,87.0,3.0,57.0,free,tech,0.0,0.0
201,33.0,4.0,50.0,free,tech,0.0,1.0
202,82.0,10.0,73.0,free,tech,1.0,0.0
203,45.0,16.0,34.0,free,healthcare,1.0,1.0
204,63.0,11.0,106.0,pro,tech,0.0,1.0
205,41.0,10.0,137.0,free,other,1.0,0.0
206,24.0,22.0,100.0,pro,other,1.0,1.0
207,69.0,9.0,61.0,free,finance,1.0,0.0
208,88.0,3.0,88.0,pro,finance,1.0,0.0
209,23.0,6.0,81.0,free,healthcare,1.0,0.0
210,70.0,7.0,59.0,free,tech,1.0,0.0
211,23.0,5.0,96.0,pro,finance,1.0,1.0
212,65.0,30.0,42.0,pro,tech,1.0,1.0
213,71.0,11.0,54.0,free,other,1.0,1.0
214,40.0,14.0,154.0,free,finance,0.0,0.0
215,67.0,17.0,83.0,free,finance,0.0,1.0
216,24.0,7.0,66.0,free,other,0.0,0.0
217,7.0,8.0,45.0,free,other,1.0,1.0
218,8.0,8.0,32.0,free,tech,1.0,0.0
219,40.0,14.0,85.0,free,healthcare,0.0,0.0
220,82.0,2.0,92.0,free,other,1.0,0.0
221,11.0,5.0,82.0,pro,finance,0.0,0.0
222,41.0,7.0,73.0,free,tech,1.0,1.0
223,64.0,8.0,42.0,pro,other,1.0,0.0
224,18.0,4.0,23.0,pro,other,0.0,0.0
225,65.0,1.0,46.0,free,tech,1.0,0.0
226,27.0,11.0,75.0,pro,tech,1.0,0.0
227,73.0,15.0,65.0,pro,tech,1.0,0.0
228,52.0,3.0,114.0,free,other,0.0,0.0
229,49.0,9.0,109.0,free,other,1.0,0.0
230,16.0,15.0,66.0,free,tech,1.0,0.0
231,42.0,2.0,62.0,free,other,1.0,0.0
232,77.0,5.0,115.0,pro,tech,1.0,0.0
233,1.0,10.0,47.0,free,tech,1.0,0.0
234,69.0,0.0,82.0,free,tech,0.0,0.0
235,44.0,2.0,14.0,pro,other,0.0,0.0
236,65.0,4.0,47.0,pro,tech,0.0,0.0
237,60.0,15.0,37.0,free,other,1.0,1.0
238,39.0,4.0,82.0,free,other,0.0,0.0
239,28.0,8.0,89.0,free,other,0.0,0.0
240,57.0,15.0,39.0,free,finance,1.0,0.0
241,12.0,4.0,80.0,pro,finance,0.0,1.0
242,53.0,16.0,21.0,free,tech,1.0,0.0
243,8.0,12.0,22.0,pro,tech,0.0,1.0
244,59.0,15.0,63.0,free,healthcare,1.0,1.0
245,57.0,6.0,106.0,free,tech,1.0,0.0
246,7.0,11.0,36.0,free,finance,1.0,0.0
247,68.0,8.0,101.0,free,tech,0.0,1.0
248,37.0,7.0,48.0,pro,finance,1.0,0.0
249,71.0,8.0,167.0,free,tech,0.0,0.0
250,3.0,9.0,43.0,pro,tech,0.0,1.0
251,16.0,6.0,150.0,free,tech,1.0,0.0
252,44.0,0.0,194.0,pro,tech,0.0,0.0
253,17.0,3.0,58.0,pro,healthcare,0.0,0.0
254,30.0,3.0,93.0,pro,tech,1.0,0.0
255,60.0,7.0,118.0,free,healthcare,1.0,0.0
256,13.0,6.0,53.0,free,healthcare,1.0,1.0
257,61.0,8.0,80.0,free,tech,1.0,0.0
258,9.0,3.0,64.0,free,finance,1.0,0.0
259,15.0,16.0,73.0,free,tech,1.0,0.0
260,53.0,4.0,147.0,free,tech,1.0,0.0
261,72.0,4.0,96.0,free,other,1.0,0.0
262,15.0,7.0,103.0,free,finance,1.0,1.0
263,27.0,6.0,105.0,pro,other,1.0,0.0
264,84.0,16.0,88.0,pro,other,1.0,1.0
265,90.0,9.0,95.0,free,tech,1.0,0.0
266,52.0,7.0,48.0,free,other,0.0,0.0
267,40.0,13.0,79.0,pro,tech,1.0,1.0
268,31.0,7.0,49.0,free,tech,1.0,0.0
269,55.0,2.0,72.0,free,finance,0.0,0.0
270,53.0,20.0,52.0,free,finance,1.0,1.0
271,26.0,3.0,15.0,free,other,1.0,1.0
272,2.0,5.0,77.0,free,other,1.0,0.0
273,13.0,6.0,137.0,free,finance,1.0,0.0
274,87.0,12.0,27.0,pro,other,0.0,0.0
275,38.0,9.0,75.0,pro,other,1.0,0.0
276,43.0,7.0,55.0,pro,healthcare,1.0,0.0
277,42.0,17.0,54.0,free,healthcare,1.0,0.0
278,71.0,2.0,180.0,free,finance,1.0,0.0
279,5.0,16.0,89.0,free,healthcare,1.0,1.0
280,7.0,18.0,39.0,free,tech,0.0,1.0
281,25.0,3.0,16.0,free,tech,0.0,0.0
282,44.0,4.0,95.0,free,tech,0.0,0.0
283,61.0,1.0,100.0,free,other,0.0,1.0
284,44.0,11.0,119.0,free,tech,1.0,0.0
285,40.0,13.0,115.0,free,tech,1.0,0.0
286,85.0,7.0,87.0,free,finance,0.0,0.0
287,14.0,6.0,150.0,free,tech,1.0,0.0
288,52.0,19.0,94.0,free,other,1.0,1.0
289,49.0,11.0,123.0,free,tech,0.0,0.0
290,43.0,8.0,88.0,free,finance,0.0,0.0
291,73.0,10.0,114.0,free,other,1.0,1.0
292,24.0,9.0,123.0,free,other,0.0,0.0
293,86.0,20.0,62.0,free,other,1.0,0.0
294,30.0,20.0,66.0,free,other,1.0,1.0
295,49.0,26.0,99.0,free,tech,0.0,0.0
296,47.0,7.0,46.0,pro,other,1.0,0.0
297,77.0,16.0,49.0,free,finance,1.0,0.0
298,39.0,12.0,77.0,pro,tech,0.0,0.0
299,25.0,2.0,95.0,free,finance,0.0,0.0
300,1.0,8.0,80.0,pro,other,1.0,1.0
301,33.0,4.0,68.0,free,tech,1.0,0.0
302,75.0,2.0,62.0,free,other,0.0,0.0
303,0.0,10.0,100.0,free,healthcare,1.0,1.0
304,81.0,9.0,89.0,free,tech,0.0,0.0
305,49.0,9.0,41.0,free,finance,1.0,1.0
306,12.0,9.0,39.0,pro,finance,1.0,1.0
307,27.0,16.0,94.0,pro,finance,1.0,1.0
308,50.0,4.0,69.0,pro,tech,0.0,1.0
309,28.0,1.0,88.0,free,tech,1.0,0.0
310,9.0,9.0,50.0,free,finance,1.0,0.0
311,60.0,2.0,81.0,pro,tech,1.0,0.0
312,61.0,7.0,64.0,free,tech,0.0,0.0
313,10.0,9.0,62.0,free,other,0.0,0.0
314,25.0,17.0,45.0,free,finance,0.0,0.0
315,22.0,17.0,55.0,free,other,1.0,1.0
316,60.0,0.0,132.0,pro,healthcare,0.0,0.0
317,66.0,7.0,80.0,free,tech,1.0,0.0
318,66.0,7.0,73.0,free,other,1.0,0.0
319,85.0,14.0,65.0,free,finance,1.0,1.0
320,69.0,15.0,200.0,free,finance,1.0,1.0
321,29.0,8.0,161.0,free,tech,1.0,1.0
322,9.0,1.0,151.0,free,tech,0.0,1.0
323,55.0,8.0,100.0,free,tech,0.0,0.0
324,83.0,4.0,117.0,free,tech,0.0,0.0
325,88.0,2.0,69.0,pro,other,1.0,0.0
326,20.0,0.0,93.0,free,other,1.0,0.0
327,21.0,14.0,81.0,free,tech,1.0,0.0
328,3.0,9.0,72.0,pro,tech,1.0,1.0
329,12.0,12.0,54.0,free,finance,1.0,1.0
330,50.0,3.0,62.0,pro,tech,0.0,0.0
331,49.0,2.0,96.0,free,finance,0.0,0.0
332,33.0,12.0,95.0,free,tech,1.0,1.0
333,28.0,7.0,74.0,pro,finance,0.0,0.0
334,75.0,4.0,46.0,free,other,1.0,0.0
335,41.0,7.0,84.0,free,finance,1.0,0.0
336,73.0,5.0,62.0,free,other,0.0,1.0
337,87.0,6.0,53.0,free,finance,0.0,0.0
338,28.0,14.0,114.0,free,finance,1.0,1.0
339,18.0,17.0,67.0,free,finance,1.0,1.0
340,86.0,4.0,110.0,free,healthcare,0.0,0.0
341,57.0,5.0,29.0,free,other,0.0,0.0
342,26.0,4.0,53.0,pro,tech,1.0,0.0
343,56.0,12.0,103.0,pro,finance,1.0,1.0
344,46.0,16.0,104.0,pro,healthcare,1.0,0.0
345,82.0,10.0,68.0,pro,finance,0.0,0.0
346,23.0,13.0,126.0,free,finance,1.0,1.0
347,90.0,6.0,44.0,free,tech,0.0,0.0
348,85.0,8.0,33.0,free,tech,1.0,1.0
349,16.0,2.0,45.0,pro,tech,1.0,0.0
350,14.0,11.0,91.0,free,finance,1.0,1.0
351,48.0,1.0,69.0,pro,healthcare,1.0,1.0
352,4.0,11.0,88.0,pro,other,1.0,0.0
353,27.0,3.0,30.0,pro,tech,1.0,0.0
354,39.0,15.0,113.0,free,finance,1.0,1.0
355,88.0,6.0,56.0,free,tech,1.0,0.0
356,90.0,8.0,125.0,free,other,0.0,0.0
357,13.0,7.0,46.0,pro,healthcare,1.0,1.0
358,81.0,2.0,78.0,pro,other,1.0,1.0
359,8.0,5.0,65.0,free,finance,1.0,0.0
360,68.0,6.0,51.0,pro,healthcare,1.0,1.0
361,76.0,3.0,45.0,free,other,0.0,0.0
362,81.0,8.0,131.0,pro,tech,1.0,1.0
363,20.0,7.0,177.0,pro,other,1.0,0.0
364,81.0,11.0,117.0,pro,finance,1.0,1.0
365,10.0,6.0,81.0,pro,other,0.0,1.0
366,47.0,8.0,85.0,pro,tech,0.0,0.0
367,42.0,21.0,112.0,free,tech,1.0,0.0
368,28.0,9.0,128.0,free,tech,0.0,0.0
369,2.0,0.0,82.0,free,tech,0.0,0.0
370,70.0,19.0,127.0,free,tech,1.0,1.0
371,30.0,4.0,55.0,free,tech,0.0,0.0
372,60.0,2.0,74.0,free,tech,1.0,0.0
373,37.0,1.0,26.0,free,tech,1.0,0.0
374,34.0,6.0,52.0,pro,finance,0.0,1.0
375,80.0,2.0,65.0,free,healthcare,1.0,1.0
376,8.0,7.0,105.0,free,tech,1.0,0.0
377,67.0,13.0,105.0,pro,finance,1.0,1.0
378,67.0,4.0,16.0,pro,finance,0.0,0.0
379,34.0,15.0,61.0,free,tech,1.0,1.0
380,23.0,8.0,41.0,pro,tech,1.0,0.0
381,0.0,7.0,101.0,free,healthcare,0.0,0.0
382,85.0,16.0,32.0,pro,other,1.0,1.0
383,86.0,22.0,76.0,pro,tech,1.0,1.0
384,21.0,2.0,42.0,free,finance,0.0,0.0
385,2.0,11.0,71.0,pro,tech,1.0,0.0
386,11.0,2.0,172.0,pro,other,1.0,0.0
387,6.0,11.0,70.0,pro,healthcare,0.0,0.0
388,75.0,5.0,106.0,free,finance,0.0,0.0
389,81.0,7.0,86.0,free,healthcare,0.0,1.0
390,13.0,30.0,26.0,free,other,1.0,0.0
391,67.0,27.0,136.0,free,finance,1.0,0.0
392,16.0,12.0,108.0,pro,finance,1.0,0.0
393,33.0,19.0,128.0,free,finance,0.0,1.0
394,54.0,12.0,57.0,free,tech,0.0,1.0
395,65.0,7.0,86.0,free,other,1.0,1.0
396,79.0,9.0,88.0,free,finance,0.0,0.0
397,4.0,7.0,119.0,free,tech,1.0,0.0
398,17.0,8.0,103.0,free,other,1.0,0.0
399,25.0,9.0,87.0,free,finance,1.0,1.0
400,28.0,28.0,95.0,pro,tech,1.0,1.0
401,90.0,15.0,96.0,free,healthcare,0.0,0.0
402,70.0,18.0,152.0,free,other,0.0,1.0
403,29.0,6.0,169.0,free,other,1.0,0.0
404,88.0,1.0,139.0,free,tech,1.0,1.0
405,45.0,15.0,65.0,pro,other,1.0,1.0
406,45.0,7.0,52.0,free,finance,1.0,1.0
407,39.0,15.0,87.0,pro,finance,1.0,1.0
408,13.0,16.0,69.0,free,finance,1.0,1.0
409,85.0,18.0,56.0,free,tech,1.0,1.0
410,1.0,6.0,162.0,free,tech,1.0,0.0
411,15.0,4.0,47.0,free,finance,1.0,0.0
412,20.0,8.0,55.0,pro,tech,0.0,1.0
413,25.0,2.0,99.0,free,finance,0.0,1.0
414,11.0,4.0,84.0,free,other,0.0,0.0
415,1.0,17.0,57.0,pro,other,1.0,1.0
416,61.0,9.0,75.0,free,tech,1.0,0.0
417,88.0,5.0,91.0,pro,other,1.0,0.0
418,11.0,6.0,131.0,pro,finance,1.0,0.0
419,26.0,6.0,69.0,pro,tech,1.0,0.0
420,46.0,2.0,59.0,pro,other,1.0,0.0
421,84.0,4.0,92.0,free,tech,1.0,0.0
422,63.0,4.0,87.0,pro,healthcare,0.0,0.0
423,69.0,4.0,82.0,free,healthcare,0.0,0.0
424,52.0,2.0,60.0,free,healthcare,0.0,0.0
425,37.0,15.0,100.0,free,other,1.0,0.0
426,18.0,15.0,73.0,free,other,1.0,1.0
427,78.0,0.0,73.0,pro,finance,0.0,0.0
428,73.0,11.0,87.0,pro,finance,0.0,0.0
429,2.0,14.0,40.0,free,finance,1.0,0.0
430,65.0,15.0,37.0,free,healthcare,1.0,1.0
431,7.0,6.0,77.0,pro,finance,0.0,1.0
432,67.0,6.0,74.0,free,tech,1.0,0.0
433,75.0,5.0,102.0,pro,finance,1.0,1.0
434,11.0,9.0,48.0,free,finance,1.0,0.0
435,39.0,4.0,48.0,free,other,0.0,0.0
436,11.0,11.0,145.0,free,tech,1.0,0.0
437,51.0,10.0,98.0,free,finance,0.0,0.0
438,84.0,7.0,110.0,pro,other,1.0,1.0
439,7.0,6.0,57.0,free,finance,1.0,0.0
440,36.0,15.0,30.0,free,tech,1.0,1.0
441,88.0,19.0,87.0,free,other,1.0,1.0
442,27.0,10.0,84.0,free,tech,1.0,0.0
443,12.0,18.0,68.0,free,healthcare,0.0,1.0
444,44.0,4.0,32.0,free,finance,0.0,0.0
445,46.0,5.0,63.0,pro,other,1.0,1.0
446,60.0,4.0,45.0,pro,other,1.0,0.0
447,28.0,12.0,109.0,pro,other,1.0,0.0
448,86.0,9.0,66.0,free,healthcare,0.0,0.0
449,47.0,25.0,45.0,free,tech,1.0,1.0
450,26.0,13.0,161.0,free,tech,1.0,1.0
451,87.0,5.0,178.0,free,tech,1.0,0.0
452,84.0,11.0,21.0,pro,healthcare,1.0,1.0
453,45.0,14.0,107.0,pro,healthcare,1.0,1.0
454,2.0,8.0,79.0,free,tech,0.0,1.0
455,54.0,5.0,52.0,pro,other,0.0,1.0
456,50.0,1.0,93.0,pro,tech,1.0,0.0
457,13.0,17.0,16.0,free,tech,0.0,0.0
458,57.0,12.0,65.0,free,other,1.0,0.0
459,76.0,6.0,77.0,free,healthcare,0.0,0.0
460,9.0,7.0,49.0,free,tech,0.0,0.0
461,65.0,6.0,31.0,pro,other,0.0,0.0
462,12.0,8.0,141.0,free,tech,1.0,0.0
463,68.0,5.0,139.0,pro,tech,1.0,0.0
464,38.0,21.0,95.0,pro,other,1.0,1.0
465,0.0,4.0,139.0,pro,finance,1.0,0.0
466,87.0,6.0,50.0,free,finance,1.0,0.0
467,15.0,5.0,84.0,pro,tech,1.0,1.0
468,54.0,2.0,66.0,free,tech,0.0,0.0
469,16.0,6.0,51.0,free,finance,1.0,1.0
470,84.0,8.0,74.0,free,other,0.0,0.0
471,67.0,12.0,97.0,free,healthcare,1.0,0.0
472,73.0,8.0,125.0,free,tech,1.0,1.0
473,39.0,11.0,116.0,free,other,1.0,0.0
474,42.0,17.0,163.0,pro,other,1.0,1.0
475,57.0,17.0,32.0,free,tech,0.0,1.0
476,71.0,9.0,53.0,free,tech,0.0,0.0
477,77.0,20.0,120.0,free,tech,1.0,0.0
478,1.0,9.0,52.0,free,finance,1.0,1.0
479,60.0,12.0,59.0,free,tech,0.0,0.0
480,9.0,7.0,128.0,free,other,0.0,0.0
481,26.0,2.0,43.0,pro,tech,1.0,0.0
482,75.0,4.0,41.0,pro,healthcare,0.0,0.0
483,22.0,7.0,108.0,pro,tech,1.0,1.0
484,72.0,13.0,99.0,pro,finance,1.0,1.0
485,42.0,6.0,51.0,free,healthcare,0.0,0.0
486,21.0,16.0,85.0,free,other,1.0,1.0
487,30.0,1.0,49.0,pro,tech,1.0,0.0
488,48.0,14.0,17.0,free,other,0.0,0.0
489,69.0,22.0,98.0,free,healthcare,1.0,1.0
490,55.0,0.0,179.0,free,other,0.0,0.0
491,84.0,4.0,145.0,free,healthcare,1.0,0.0
492,78.0,6.0,84.0,free,tech,0.0,0.0
493,68.0,9.0,117.0,free,tech,0.0,0.0
494,54.0,1.0,77.0,free,healthcare,1.0,0.0
495,26.0,6.0,27.0,free,healthcare,0.0,0.0
496,37.0,3.0,146.0,free,healthcare,1.0,0.0
497,10.0,7.0,58.0,free,tech,1.0,0.0
498,34.0,11.0,45.0,pro,tech,1.0,0.0
499,84.0,5.0,62.0,pro,healthcare,0.0,0.0
500,38.0,8.0,26.0,free,healthcare,0.0,0.0
501,10.0,16.0,98.0,pro,finance,1.0,1.0
502,59.0,3.0,65.0,pro,tech,0.0,0.0
503,87.0,3.0,77.0,pro,healthcare,0.0,0.0
504,78.0,8.0,71.0,pro,other,0.0,0.0
505,24.0,2.0,66.0,free,finance,1.0,0.0
506,41.0,22.0,78.0,free,tech,1.0,0.0
507,48.0,3.0,139.0,free,tech,0.0,0.0
508,22.0,16.0,15.0,free,tech,1.0,0.0
